RegID,CatID,Cat,Grade,SeriesRank,Pct_Series,SeriesPoints,Rank_1,Final_1,CatID_1,Rank_2,Final_2,CatID_2,Rank_3,Final_3,CatID_3,Rank_4,Final_4,CatID_4,Rank_5,Final_5,CatID_5,Rank_6,Final_6,CatID_6
100394480,201,Junior Varsity 9-10th Grade Male,10.0,14,,1574,15.0,3496.68,201.0,20.0,3299.96,201.0,14.0,3909.89,201.0,10.0,3457.3,201.0,22.0,3678.09,201.0,7.0,3494.05,201.0
100394484,201,Junior Varsity 9-10th Grade Male,10.0,13,,1586,13.0,3426.71,201.0,10.0,3113.09,201.0,13.0,3868.67,201.0,17.0,3546.88,201.0,12.0,3412.44,201.0,11.0,3556.56,201.0
100394485,201,Junior Varsity 9-10th Grade Male,10.0,2,,1931,6.0,3204.29,201.0,3.0,2966.36,201.0,1.0,3355.88,201.0,4.0,3168.94,201.0,2.0,3107.93,201.0,1.0,3223.15,201.0
100394495,201,Junior Varsity 9-10th Grade Male,10.0,27,,1346,23.0,3641.74,201.0,-1.0,2187.12,201.0,23.0,4026.83,201.0,42.0,6805.99,201.0,20.0,3639.15,201.0,25.0,3929.01,201.0
100394510,201,Junior Varsity 9-10th Grade Male,10.0,7,,1739,10.0,3346.62,201.0,7.0,3004.33,201.0,21.0,4016.49,201.0,5.0,3276.8,201.0,6.0,3247.69,201.0,6.0,3378.19,201.0
100394512,301,Novice 10-12th Grade Male,10.0,30,,486,,,,,,,,,,20.0,3336.61,301.0,21.0,3293.95,301.0,,,
100394515,201,Junior Varsity 9-10th Grade Male,10.0,45,,233,-1.0,2205.19,201.0,39.0,3742.8,201.0,,,,,,,,,,,,
100394517,101,Varsity Male,10.0,8,,2041,15.0,4842.89,101.0,10.0,4408.85,101.0,10.0,5147.14,101.0,7.0,4756.21,101.0,6.0,4588.56,101.0,9.0,4974.6,101.0
100394524,201,Junior Varsity 9-10th Grade Male,10.0,32,,1292,32.0,3862.07,201.0,33.0,3534.45,201.0,29.0,4400.01,201.0,34.0,3968.63,201.0,27.0,3951.21,201.0,30.0,4289.63,201.0
100394542,202,Junior Varsity 11-12th Grade Male,11.0,28,,1304,30.0,3863.68,202.0,32.0,3621.4,202.0,26.0,4363.06,202.0,28.0,3768.27,202.0,42.0,4499.64,202.0,31.0,4168.2,202.0
100394543,101,Varsity Male,11.0,35,,1496,33.0,5381.29,101.0,31.0,5055.67,101.0,32.0,6323.31,101.0,32.0,5378.46,101.0,33.0,5798.53,101.0,36.0,6100.35,101.0
100394545,101,Varsity Male,11.0,33,,1532,34.0,5482.89,101.0,28.0,4912.77,101.0,30.0,6121.48,101.0,28.0,5286.3,101.0,-1.0,1770.91,101.0,32.0,5685.38,101.0
100394548,202,Junior Varsity 11-12th Grade Male,11.0,7,,1703,14.0,3573.59,202.0,6.0,3174.36,202.0,11.0,3861.37,202.0,30.0,3793.65,202.0,4.0,3323.27,202.0,6.0,3572.39,202.0
100394552,101,Varsity Male,11.0,34,,1504,36.0,5511.75,101.0,35.0,5311.87,101.0,28.0,5948.18,101.0,36.0,5548.74,101.0,29.0,5435.82,101.0,31.0,5670.89,101.0
100394556,202,Junior Varsity 11-12th Grade Male,11.0,26,,1319,29.0,3862.3,202.0,30.0,3583.24,202.0,,,,31.0,3793.75,202.0,25.0,3792.07,202.0,27.0,3976.5,202.0
100394558,202,Junior Varsity 11-12th Grade Male,11.0,30,,1229,34.0,4002.37,202.0,38.0,3722.27,202.0,28.0,4582.52,202.0,38.0,4051.49,202.0,37.0,4067.66,202.0,35.0,4360.84,202.0
100394571,101,Varsity Male,11.0,20,,1764,23.0,5054.89,101.0,25.0,4710.17,101.0,18.0,5488.68,101.0,,,,15.0,4929.61,101.0,13.0,5132.62,101.0
100394576,202,Junior Varsity 11-12th Grade Male,11.0,17,,1505,16.0,3593.06,202.0,17.0,3300.36,202.0,21.0,4145.65,202.0,10.0,3501.21,202.0,19.0,3664.03,202.0,,,
100394577,202,Junior Varsity 11-12th Grade Male,11.0,5,,1736,4.0,3352.19,202.0,8.0,3179.0,202.0,8.0,3787.84,202.0,8.0,3486.12,202.0,7.0,3439.07,202.0,,,
100394581,202,Junior Varsity 11-12th Grade Male,11.0,16,,1505,9.0,3527.81,202.0,29.0,3574.19,202.0,,,,14.0,3564.03,202.0,18.0,3652.19,202.0,14.0,3714.26,202.0
100394582,202,Junior Varsity 11-12th Grade Male,11.0,10,,1661,13.0,3563.18,202.0,9.0,3199.56,202.0,3.0,3702.2,202.0,21.0,3674.3,202.0,15.0,3596.32,202.0,9.0,3608.11,202.0
100394591,202,Junior Varsity 11-12th Grade Male,11.0,36,,1049,,,,28.0,3566.24,202.0,25.0,4327.34,202.0,33.0,3804.25,202.0,-1.0,,202.0,30.0,4085.82,202.0
100394592,202,Junior Varsity 11-12th Grade Male,11.0,2,,1940,15.0,3586.01,202.0,3.0,3140.77,202.0,2.0,3699.98,202.0,2.0,3353.67,202.0,2.0,3275.15,202.0,1.0,3486.42,202.0
100394594,202,Junior Varsity 11-12th Grade Male,11.0,3,,1895,6.0,3430.84,202.0,2.0,3106.3,202.0,4.0,3702.67,202.0,1.0,3349.33,202.0,3.0,3276.57,202.0,5.0,3543.07,202.0
100394611,101,Varsity Male,11.0,24,,1724,25.0,5086.86,101.0,20.0,4614.96,101.0,22.0,5607.88,101.0,20.0,5033.96,101.0,-1.0,1640.17,101.0,17.0,5215.38,101.0
100394636,301,Novice 10-12th Grade Male,11.0,20,,960,,,,22.0,3032.01,301.0,19.0,4269.89,301.0,22.0,3483.45,301.0,25.0,3491.86,301.0,,,
100394642,102,Varsity Female,12.0,15,,1852,15.0,6494.17,102.0,14.0,5910.51,102.0,14.0,7278.49,102.0,16.0,6790.87,102.0,13.0,6328.57,102.0,17.0,6774.17,102.0
100394648,203,Junior Varsity Female,12.0,12,,1619,10.0,3970.66,203.0,9.0,3680.16,203.0,11.0,4735.76,203.0,14.0,4269.76,203.0,10.0,4162.06,203.0,,,
100394650,203,Junior Varsity Female,12.0,9,,1676,12.0,4066.19,203.0,8.0,3677.56,203.0,7.0,4441.37,203.0,8.0,3912.19,203.0,9.0,3983.91,203.0,16.0,4763.61,203.0
100394651,203,Junior Varsity Female,12.0,14,,1562,13.0,4242.59,203.0,12.0,3941.56,203.0,13.0,4847.16,203.0,15.0,4416.4,203.0,13.0,4249.46,203.0,12.0,4382.67,203.0
100394653,203,Junior Varsity Female,12.0,21,,1318,,,,11.0,3862.34,203.0,,,,9.0,4037.61,203.0,11.0,4168.13,203.0,8.0,4090.33,203.0
100394657,203,Junior Varsity Female,12.0,3,,1904,5.0,3801.18,203.0,1.0,3415.24,203.0,4.0,4289.0,203.0,1.0,3736.36,203.0,12.0,4229.38,203.0,3.0,3841.61,203.0
100394660,102,Varsity Female,12.0,4,,2290,5.0,5439.9,102.0,1.0,4918.6,102.0,5.0,5928.03,102.0,3.0,5388.76,102.0,2.0,5282.19,102.0,4.0,5491.59,102.0
100394662,102,Varsity Female,12.0,19,,1,-1.0,4378.71,102.0,,,,,,,,,,,,,,,
100394692,101,Varsity Male,12.0,38,,1196,,,,,,,29.0,6070.48,101.0,34.0,5513.63,101.0,28.0,5392.6,101.0,38.0,6138.04,101.0
100394694,101,Varsity Male,12.0,36,,1492,35.0,5503.52,101.0,34.0,5223.02,101.0,31.0,6128.94,101.0,33.0,5447.86,101.0,31.0,5619.46,101.0,33.0,5935.3,101.0
100394698,101,Varsity Male,12.0,26,,1680,26.0,5091.08,101.0,26.0,4827.36,101.0,16.0,5413.09,101.0,-1.0,0.0,101.0,20.0,5102.77,101.0,27.0,5471.2,101.0
100394700,101,Varsity Male,12.0,29,,1624,30.0,5263.58,101.0,-1.0,,101.0,24.0,5646.39,101.0,25.0,5133.9,101.0,22.0,5130.99,101.0,28.0,5519.44,101.0
100394701,202,Junior Varsity 11-12th Grade Male,12.0,1,,1967,1.0,3298.56,202.0,1.0,3105.85,202.0,1.0,3699.93,202.0,3.0,3358.89,202.0,1.0,3274.63,202.0,4.0,3504.56,202.0
100394703,101,Varsity Male,12.0,37,,1464,37.0,5653.69,101.0,36.0,5542.73,101.0,34.0,6672.28,101.0,35.0,5521.15,101.0,27.0,5370.13,101.0,37.0,6137.97,101.0
100394709,101,Varsity Male,12.0,1,,2400,1.0,4340.65,101.0,1.0,4069.77,101.0,1.0,4641.51,101.0,1.0,4474.24,101.0,1.0,4339.55,101.0,1.0,4654.18,101.0
100394725,202,Junior Varsity 11-12th Grade Male,12.0,29,,1286,32.0,3919.89,202.0,40.0,3797.74,202.0,27.0,4470.51,202.0,35.0,3961.63,202.0,33.0,3888.45,202.0,26.0,3966.66,202.0
100394726,202,Junior Varsity 11-12th Grade Male,12.0,35,,1163,36.0,4565.76,202.0,41.0,3821.3,202.0,,,,40.0,4185.73,202.0,39.0,4266.55,202.0,38.0,4493.75,202.0
100394728,101,Varsity Male,12.0,6,,2073,6.0,4534.3,101.0,5.0,4224.67,101.0,9.0,5072.95,101.0,9.0,4774.99,101.0,9.0,4768.52,101.0,14.0,5134.07,101.0
100394730,202,Junior Varsity 11-12th Grade Male,12.0,18,,1493,25.0,3782.16,202.0,23.0,3437.03,202.0,16.0,3996.75,202.0,18.0,3629.94,202.0,20.0,3665.72,202.0,10.0,3609.79,202.0
100394737,101,Varsity Male,12.0,21,,1760,22.0,5014.86,101.0,18.0,4614.21,101.0,19.0,5554.82,101.0,22.0,5107.88,101.0,17.0,4975.8,101.0,19.0,5247.39,101.0
100394742,202,Junior Varsity 11-12th Grade Male,12.0,19,,1484,10.0,3530.22,202.0,21.0,3401.01,202.0,18.0,4063.73,202.0,17.0,3617.04,202.0,24.0,3786.52,202.0,24.0,3929.25,202.0
100394744,101,Varsity Male,12.0,17,,1798,19.0,4862.95,101.0,17.0,4556.51,101.0,20.0,5577.06,101.0,11.0,4836.99,101.0,21.0,5129.6,101.0,20.0,5256.32,101.0
100394746,202,Junior Varsity 11-12th Grade Male,12.0,42,,831,,,,27.0,3538.12,202.0,,,,24.0,3714.88,202.0,,,,21.0,3879.26,202.0
100394748,101,Varsity Male,12.0,22,,1732,24.0,5077.11,101.0,21.0,4618.22,101.0,23.0,5614.98,101.0,18.0,5024.53,101.0,18.0,4977.48,101.0,22.0,5304.37,101.0
100394750,202,Junior Varsity 11-12th Grade Male,12.0,12,,1586,8.0,3498.93,202.0,7.0,3178.88,202.0,13.0,3930.09,202.0,11.0,3509.65,202.0,27.0,3810.43,202.0,,,
100394756,202,Junior Varsity 11-12th Grade Male,12.0,48,,503,,,,,,,31.0,4806.99,202.0,,,,,,,34.0,4313.4,202.0
100394765,101,Varsity Male,12.0,31,,1580,,,,27.0,4888.46,101.0,27.0,5939.58,101.0,30.0,5294.74,101.0,26.0,5286.64,101.0,30.0,5670.29,101.0
100394777,101,Varsity Male,12.0,9,,2027,7.0,4534.44,101.0,,,,11.0,5226.87,101.0,8.0,4761.09,101.0,12.0,4818.04,101.0,6.0,4872.71,101.0
100394792,301,Novice 10-12th Grade Male,12.0,27,,546,,,,7.0,2502.71,301.0,,,,,,,13.0,3028.61,301.0,,,
100394806,703,Elementary 4th Grade Male,4.0,24,,652,,,,26.0,2628.76,703.0,,,,24.0,3156.77,703.0,28.0,2970.41,703.0,24.0,2811.82,703.0
100394836,503,Novice 6th Grade Male,6.0,13,,1112,13.0,3734.71,503.0,17.0,2991.84,503.0,17.0,4238.82,503.0,12.0,3288.16,503.0,14.0,3204.74,503.0,11.0,2965.19,503.0
100394848,503,Novice 6th Grade Male,6.0,27,,672,10.0,3609.57,503.0,13.0,2770.23,503.0,16.0,4137.97,503.0,,,,,,,,,
100394849,502,Novice 7th Grade Male,7.0,12,,1122,8.0,3543.09,502.0,19.0,2873.66,502.0,15.0,3943.12,502.0,9.0,3242.04,502.0,23.0,3383.51,502.0,17.0,3015.86,502.0
100394868,103,Advanced Middle School Male,7.0,23,,769,16.0,3667.4,103.0,-1.0,,103.0,,,,15.0,3802.13,103.0,17.0,3956.46,103.0,,,
100394896,501,Novice 8th Grade Male,8.0,12,,1122,18.0,3716.89,501.0,18.0,2753.19,501.0,14.0,3824.49,501.0,8.0,3062.25,501.0,17.0,3204.41,501.0,10.0,2885.61,501.0
100394920,203,Junior Varsity Female,9.0,15,,1535,15.0,4368.91,203.0,14.0,3975.1,203.0,,,,11.0,4202.03,203.0,14.0,4551.42,203.0,18.0,5208.44,203.0
100394933,102,Varsity Female,10.0,14,,1908,11.0,5739.69,102.0,13.0,5431.18,102.0,,,,12.0,5940.82,102.0,12.0,5975.4,102.0,13.0,6306.63,102.0
100394944,102,Varsity Female,10.0,8,,2097,7.0,5566.18,102.0,7.0,5117.65,102.0,7.0,6085.98,102.0,7.0,5665.49,102.0,6.0,5564.27,102.0,9.0,5934.81,102.0
100394963,401,Novice 9-12th Grade Female,11.0,9,,588,,,,5.0,3053.33,401.0,,,,,,,7.0,3498.76,401.0,,,
100394979,202,Junior Varsity 11-12th Grade Male,12.0,11,,1610,17.0,3593.81,202.0,12.0,3209.03,202.0,10.0,3799.05,202.0,9.0,3498.99,202.0,13.0,3584.22,202.0,11.0,3673.59,202.0
100395001,801,Elementary 2nd-3rd Grade Male,3.0,54,,251,,,,,,,,,,42.0,1857.99,801.0,45.0,1550.1,801.0,,,
100395004,704,Elementary 4th Grade Female,3.0,1,,1160,1.0,2432.17,704.0,2.0,1880.3,704.0,2.0,2670.26,704.0,2.0,2210.91,704.0,1.0,2123.86,704.0,1.0,2024.41,704.0
100395007,402,Novice 6-8th Grade Female,7.0,13,,1114,14.0,3865.59,402.0,16.0,2911.85,402.0,15.0,4094.55,402.0,11.0,3420.9,402.0,12.0,3246.43,402.0,14.0,3118.45,402.0
100395012,402,Novice 6-8th Grade Female,7.0,3,,1316,4.0,3440.14,402.0,4.0,2643.09,402.0,8.0,3803.58,402.0,3.0,3053.81,402.0,5.0,2964.8,402.0,3.0,2766.06,402.0
100395013,104,Advanced Middle School Female,7.0,5,,1556,5.0,3693.22,104.0,5.0,3403.26,104.0,3.0,4012.82,104.0,5.0,3868.41,104.0,5.0,3697.82,104.0,6.0,3811.28,104.0
100395021,402,Novice 6-8th Grade Female,7.0,6,,1292,3.0,3424.13,402.0,5.0,2667.96,402.0,5.0,3659.06,402.0,5.0,3066.21,402.0,6.0,2966.75,402.0,5.0,2767.13,402.0
100395022,104,Advanced Middle School Female,7.0,8,,890,7.0,3976.97,104.0,7.0,3835.79,104.0,6.0,4614.48,104.0,,,,,,,,,
100395024,104,Advanced Middle School Female,7.0,6,,1532,6.0,3788.08,104.0,6.0,3682.46,104.0,4.0,4110.02,104.0,6.0,4118.99,104.0,6.0,3951.46,104.0,4.0,3805.98,104.0
100395025,402,Novice 6-8th Grade Female,7.0,7,,1238,,,,9.0,2761.76,402.0,7.0,3719.06,402.0,2.0,3047.25,402.0,8.0,3062.16,402.0,9.0,2849.43,402.0
100395028,402,Novice 6-8th Grade Female,7.0,5,,1298,5.0,3550.72,402.0,6.0,2698.19,402.0,4.0,3644.45,402.0,4.0,3061.33,402.0,3.0,2909.18,402.0,7.0,2779.82,402.0
100395030,104,Advanced Middle School Female,7.0,2,,1660,2.0,3525.73,104.0,3.0,3364.4,104.0,2.0,3964.45,104.0,2.0,3644.08,104.0,2.0,3520.91,104.0,2.0,3673.27,104.0
100395033,402,Novice 6-8th Grade Female,7.0,28,,586,28.0,6090.08,402.0,,,,24.0,7431.63,402.0,27.0,5819.03,402.0,,,,,,
100395034,402,Novice 6-8th Grade Female,8.0,25,,594,,,,25.0,3378.6,402.0,,,,24.0,4356.98,402.0,26.0,3896.64,402.0,,,
100395039,402,Novice 6-8th Grade Female,8.0,16,,1084,17.0,4060.93,402.0,18.0,2957.37,402.0,13.0,4072.54,402.0,16.0,3669.89,402.0,16.0,3289.86,402.0,16.0,3140.13,402.0
100395045,402,Novice 6-8th Grade Female,8.0,1,,1394,1.0,3222.41,402.0,1.0,2492.87,402.0,2.0,3431.99,402.0,1.0,2920.65,402.0,1.0,2903.32,402.0,2.0,2765.57,402.0
100395046,402,Novice 6-8th Grade Female,8.0,8,,1234,6.0,3570.44,402.0,8.0,2701.66,402.0,6.0,3714.63,402.0,7.0,3200.96,402.0,7.0,3006.54,402.0,8.0,2848.37,402.0
100395059,402,Novice 6-8th Grade Female,8.0,12,,1134,9.0,3707.48,402.0,11.0,2819.72,402.0,12.0,4068.41,402.0,12.0,3431.66,402.0,17.0,3312.86,402.0,20.0,3170.88,402.0
100395070,103,Advanced Middle School Male,7.0,14,,1352,12.0,3570.2,103.0,11.0,3299.71,103.0,14.0,4124.84,103.0,11.0,3569.55,103.0,12.0,3585.62,103.0,-1.0,1931.98,103.0
100395074,103,Advanced Middle School Male,7.0,15,,1308,18.0,3700.21,103.0,18.0,3670.48,103.0,17.0,4276.93,103.0,13.0,3771.45,103.0,13.0,3586.2,103.0,11.0,3762.86,103.0
100395080,103,Advanced Middle School Male,7.0,17,,1238,20.0,4068.41,103.0,20.0,3959.56,103.0,19.0,4579.26,103.0,19.0,4515.89,103.0,,,,16.0,4293.0,103.0
100395084,502,Novice 7th Grade Male,7.0,13,,1122,10.0,3620.18,502.0,10.0,2689.11,502.0,,,,12.0,3278.18,502.0,15.0,3152.22,502.0,19.0,3063.68,502.0
100395085,502,Novice 7th Grade Male,7.0,32,,578,,,,29.0,3679.22,502.0,,,,26.0,4697.92,502.0,,,,28.0,4554.97,502.0
100395088,103,Advanced Middle School Male,7.0,18,,1229,21.0,4347.23,103.0,21.0,4244.36,103.0,21.0,4956.71,103.0,17.0,4232.13,103.0,,,,17.0,4542.55,103.0
100395098,502,Novice 7th Grade Male,7.0,24,,832,,,,17.0,2818.65,502.0,,,,15.0,3363.48,502.0,22.0,3356.53,502.0,26.0,3482.89,502.0
100395099,502,Novice 7th Grade Male,7.0,16,,1078,16.0,3842.21,502.0,20.0,2880.45,502.0,12.0,3914.62,502.0,21.0,3497.45,502.0,19.0,3231.81,502.0,15.0,2984.22,502.0
100395102,103,Advanced Middle School Male,7.0,9,,1445,9.0,3451.02,103.0,9.0,3299.36,103.0,7.0,3752.32,103.0,7.0,3522.23,103.0,9.0,3460.16,103.0,9.0,3664.56,103.0
100395114,502,Novice 7th Grade Male,7.0,4,,1300,4.0,3358.06,502.0,8.0,2626.03,502.0,7.0,3690.22,502.0,3.0,2987.76,502.0,4.0,2897.02,502.0,4.0,2719.65,502.0
100395120,502,Novice 7th Grade Male,7.0,23,,894,,,,15.0,2761.65,502.0,9.0,3865.49,502.0,,,,13.0,3137.85,502.0,16.0,2987.1,502.0
100395143,501,Novice 8th Grade Male,8.0,11,,1134,15.0,3633.26,501.0,10.0,2657.87,501.0,13.0,3809.45,501.0,15.0,3180.61,501.0,13.0,3108.39,501.0,9.0,2820.18,501.0
100395144,501,Novice 8th Grade Male,8.0,8,,1202,8.0,3405.6,501.0,8.0,2623.15,501.0,7.0,3532.45,501.0,11.0,3076.47,501.0,8.0,2979.8,501.0,12.0,2912.59,501.0
100395145,103,Advanced Middle School Male,8.0,4,,1580,5.0,3309.57,103.0,3.0,3105.46,103.0,5.0,3660.91,103.0,3.0,3380.9,103.0,5.0,3251.21,103.0,4.0,3403.63,103.0
100395154,501,Novice 8th Grade Male,8.0,26,,836,,,,24.0,2821.68,501.0,,,,20.0,3482.05,501.0,18.0,3215.13,501.0,16.0,3086.2,501.0
100395156,501,Novice 8th Grade Male,8.0,4,,1316,6.0,3374.85,501.0,4.0,2551.39,501.0,4.0,3469.33,501.0,5.0,3006.51,501.0,3.0,2876.77,501.0,3.0,2714.45,501.0
100395157,501,Novice 8th Grade Male,8.0,3,,1328,2.0,3261.53,501.0,3.0,2505.5,501.0,2.0,3342.48,501.0,6.0,3020.6,501.0,4.0,2888.58,501.0,7.0,2778.97,501.0
100395161,501,Novice 8th Grade Male,8.0,21,,944,7.0,3404.78,501.0,9.0,2624.47,501.0,12.0,3743.07,501.0,10.0,3068.26,501.0,,,,,,
100395162,501,Novice 8th Grade Male,8.0,2,,1376,1.0,3214.34,501.0,2.0,2448.99,501.0,3.0,3456.86,501.0,2.0,2887.16,501.0,2.0,2740.87,501.0,2.0,2633.47,501.0
100395164,103,Advanced Middle School Male,8.0,11,,1380,6.0,3416.14,103.0,13.0,3307.92,103.0,11.0,3803.27,103.0,,,,11.0,3516.54,103.0,13.0,3850.12,103.0
100395172,103,Advanced Middle School Male,8.0,8,,1450,15.0,3666.53,103.0,6.0,3192.6,103.0,8.0,3771.94,103.0,8.0,3523.03,103.0,8.0,3447.85,103.0,10.0,3728.34,103.0
100395185,501,Novice 8th Grade Male,8.0,23,,909,17.0,3663.24,501.0,12.0,2686.16,501.0,,,,-1.0,2452.37,501.0,9.0,2982.88,501.0,11.0,2910.67,501.0
100395188,103,Advanced Middle School Male,8.0,2,,1620,4.0,3304.71,103.0,2.0,3102.44,103.0,2.0,3659.39,103.0,5.0,3389.27,103.0,4.0,3242.23,103.0,3.0,3402.83,103.0
100395190,501,Novice 8th Grade Male,8.0,31,,616,24.0,3918.75,501.0,23.0,2814.76,501.0,17.0,4118.04,501.0,,,,,,,,,
100395192,402,Novice 6-8th Grade Female,6.0,4,,1298,7.0,3580.14,402.0,3.0,2586.41,402.0,3.0,3526.14,402.0,6.0,3070.52,402.0,4.0,2964.8,402.0,6.0,2767.39,402.0
100395193,501,Novice 8th Grade Male,8.0,5,,1286,5.0,3374.27,501.0,6.0,2605.01,501.0,5.0,3486.11,501.0,3.0,2947.4,501.0,7.0,2948.35,501.0,5.0,2744.92,501.0
100395204,101,Varsity Male,12.0,3,,2301,3.0,4391.33,101.0,4.0,4125.22,101.0,2.0,4771.87,101.0,2.0,4558.44,101.0,3.0,4491.01,101.0,4.0,4787.3,101.0
100399195,802,Elementary 2nd-3rd Grade Female,3.0,1,,977,1.0,1434.52,802.0,2.0,1021.15,802.0,1.0,1465.74,802.0,1.0,1217.0,802.0,2.0,1159.63,802.0,2.0,1132.39,802.0
100399291,602,Advanced Elementary Female,5.0,2,,1370,2.0,3618.44,602.0,2.0,2775.0,602.0,3.0,3910.14,602.0,2.0,3210.81,602.0,2.0,3125.08,602.0,2.0,2930.13,602.0
100399308,704,Elementary 4th Grade Female,4.0,2,,1150,4.0,2545.5,704.0,1.0,1879.79,704.0,1.0,2667.09,704.0,1.0,2181.15,704.0,2.0,2167.92,704.0,4.0,2185.15,704.0
100399312,201,Junior Varsity 9-10th Grade Male,10.0,22,,1412,24.0,3649.74,201.0,18.0,3237.19,201.0,18.0,3973.39,201.0,25.0,3662.78,201.0,,,,26.0,3969.65,201.0
100399349,501,Novice 8th Grade Male,8.0,25,,884,,,,11.0,2662.62,501.0,,,,17.0,3341.11,501.0,15.0,3132.53,501.0,13.0,2967.09,501.0
100399381,101,Varsity Male,10.0,13,,1946,,,,11.0,4418.09,101.0,14.0,5346.27,101.0,13.0,4885.71,101.0,7.0,4589.1,101.0,11.0,5045.03,101.0
100399453,703,Elementary 4th Grade Male,4.0,18,,888,18.0,2840.21,703.0,21.0,2280.19,703.0,18.0,3131.14,703.0,16.0,2749.64,703.0,23.0,2618.07,703.0,18.0,2360.04,703.0
100399508,103,Advanced Middle School Male,5.0,21,,822,,,,,,,,,,1.0,3074.62,601.0,1.0,3021.97,601.0,14.0,3977.22,103.0
100399528,801,Elementary 2nd-3rd Grade Male,2.0,64,,125,,,,,,,,,,44.0,2062.65,801.0,,,,,,
100399746,802,Elementary 2nd-3rd Grade Female,3.0,2,,965,2.0,1445.02,802.0,1.0,1021.08,802.0,2.0,1473.29,802.0,2.0,1233.32,802.0,3.0,1174.46,802.0,3.0,1141.63,802.0
100399786,802,Elementary 2nd-3rd Grade Female,3.0,17,,609,,,,16.0,1414.41,802.0,,,,19.0,1729.67,802.0,16.0,1466.78,802.0,16.0,1360.56,802.0
100399861,402,Novice 6-8th Grade Female,6.0,2,,1364,2.0,3225.68,402.0,2.0,2513.88,402.0,1.0,3413.49,402.0,,,,2.0,2905.48,402.0,4.0,2766.85,402.0
100399862,503,Novice 6th Grade Male,6.0,37,,391,,,,24.0,3381.85,503.0,,,,29.0,4724.32,503.0,-1.0,3795.2,503.0,,,
100399874,501,Novice 8th Grade Male,8.0,14,,1044,23.0,3884.81,501.0,19.0,2781.71,501.0,,,,19.0,3467.38,501.0,20.0,3320.06,501.0,17.0,3117.42,501.0
100399998,703,Elementary 4th Grade Male,4.0,4,,1079,8.0,2521.98,703.0,5.0,1883.43,703.0,9.0,2695.96,703.0,3.0,2235.4,703.0,4.0,2100.41,703.0,4.0,2021.2,703.0
100400138,202,Junior Varsity 11-12th Grade Male,11.0,38,,1003,,,,33.0,3622.28,202.0,,,,34.0,3947.06,202.0,31.0,3875.56,202.0,33.0,4231.91,202.0
100400162,802,Elementary 2nd-3rd Grade Female,3.0,7,,866,4.0,1455.8,802.0,21.0,1581.27,802.0,6.0,1643.15,802.0,7.0,1335.74,802.0,7.0,1266.39,802.0,13.0,1291.33,802.0
100400197,703,Elementary 4th Grade Male,4.0,33,,178,,,,,,,,,,18.0,2880.59,703.0,,,,,,
100400266,801,Elementary 2nd-3rd Grade Male,2.0,11,,817,15.0,1363.21,801.0,8.0,965.71,801.0,13.0,1358.45,801.0,17.0,1210.68,801.0,9.0,1108.81,801.0,9.0,1071.73,801.0
100401082,804,Elementary PreK-1st Grade Female,1.0,13,,536,4.0,2019.77,804.0,6.0,1572.01,804.0,,,,7.0,2578.0,804.0,,,,,,
100401473,102,Varsity Female,11.0,13,,1911,13.0,5846.55,102.0,11.0,5360.45,102.0,13.0,6644.35,102.0,-1.0,4803.3,102.0,10.0,5900.94,102.0,14.0,6484.57,102.0
100401660,503,Novice 6th Grade Male,6.0,3,,1346,3.0,3435.03,503.0,2.0,2565.9,503.0,3.0,3562.81,503.0,5.0,3043.74,503.0,1.0,2852.72,503.0,22.0,3532.91,503.0
100401832,503,Novice 6th Grade Male,6.0,20,,978,25.0,4811.24,503.0,28.0,3474.01,503.0,,,,26.0,4339.08,503.0,24.0,4083.96,503.0,28.0,4183.93,503.0
100401834,202,Junior Varsity 11-12th Grade Male,11.0,13,,1541,18.0,3625.6,202.0,11.0,3208.86,202.0,14.0,3935.36,202.0,20.0,3669.97,202.0,10.0,3522.11,202.0,29.0,4013.28,202.0
100401843,402,Novice 6-8th Grade Female,7.0,9,,1186,11.0,3743.34,402.0,7.0,2700.19,402.0,10.0,3895.29,402.0,10.0,3319.58,402.0,9.0,3127.74,402.0,10.0,2959.02,402.0
100401898,701,Elementary 5th Grade Male,5.0,21,,538,,,,17.0,2195.7,701.0,,,,18.0,2605.96,701.0,17.0,2479.23,701.0,,,
100401903,701,Elementary 5th Grade Male,5.0,20,,559,,,,16.0,2193.99,701.0,,,,14.0,2540.94,701.0,12.0,2301.15,701.0,,,
100401922,202,Junior Varsity 11-12th Grade Male,11.0,31,,1223,31.0,3919.23,202.0,36.0,3651.0,202.0,29.0,4593.84,202.0,37.0,4051.19,202.0,41.0,4394.38,202.0,,,
100401924,701,Elementary 5th Grade Male,5.0,4,,1105,2.0,2350.2,701.0,2.0,1799.43,701.0,5.0,2552.75,701.0,5.0,2220.74,701.0,5.0,2032.2,701.0,4.0,1980.4,701.0
100401956,501,Novice 8th Grade Male,8.0,39,,220,,,,14.0,2715.71,501.0,,,,,,,,,,,,
100402036,602,Advanced Elementary Female,5.0,4,,1286,5.0,4179.25,602.0,6.0,3327.01,602.0,5.0,4604.55,602.0,5.0,3840.41,602.0,4.0,3713.67,602.0,5.0,3261.66,602.0
100402037,602,Advanced Elementary Female,5.0,5,,1262,6.0,4195.3,602.0,5.0,3294.81,602.0,6.0,4665.75,602.0,6.0,3926.08,602.0,5.0,3752.06,602.0,8.0,3587.45,602.0
